"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"2085","sp|P10599|THIO_HUMAN",6,5,5,7,7,6,27.4014102744939,27.2727120718095,27.752369824666,27.6425741982553,27.7545837615694,27.8112106282368,-0.0606223208092338,1
"2086","sp|Q13526|PIN1_HUMAN",3,3,5,4,5,5,23.6232018882041,24.1151260654918,23.6379156652526,23.770105010191,23.9748768488711,24.1118717696878,0.253702814347599,0.775096741369928
"2087","sp|P33331|NTF2_YEAST",4,4,8,3,4,4,25.7399269489261,24.8911656092884,26.1375862606673,24.9074790689978,26.1926880299701,25.2129288405771,-1.01954257356673,0.0662918290212675
"2088","sp|Q01939|PRS8_YEAST",5,6,6,5,6,5,24.6531690450638,24.3674519458888,25.4554922828478,24.4494355833012,25.2581894682563,24.8657994286459,-0.561387946110668,0.905817158409712
"2089","sp|P62707|GPMA_ECOLI",4,4,3,5,6,6,23.0248070778739,24.4837810959213,26.0227917699863,25.8651038178837,25.6409128087757,26.0968811228065,0.585751459991869,1
"2090","sp|P26784|RL16A_YEAST",7,7,8,5,7,5,27.9714797038074,26.7008883907905,28.4441986207521,26.9213227712959,28.3548759238537,27.2644783945457,-1.29462156392703,0.05317478373535
"2091","sp|P09232|PRTB_YEAST",6,6,4,4,4,5,26.5933445012709,25.2767794150357,26.9164837879643,25.5905477614938,26.8500983982139,25.8892115926556,-1.201129306088,0.053754450349871
"2092","sp|P00899|TRPE_YEAST",6,4,6,3,2,4,24.1974092914471,23.6596421047639,24.5873845046829,24.0251814765815,24.2850773379262,23.7003506019167,-0.5615656502647,0.572378766789671
"2093","sp|P0CX55|RS18A_YEAST; sp|P0CX56|RS18B_YEAST",7,7,7,5,6,6,27.8328107430711,26.572797355586,28.2626713907815,27.0157212985491,28.2603106982003,27.2791276493242,-1.1627155095312,0.0647175704734303
"2094","sp|Q9H993|ARMT1_HUMAN",6,4,4,5,6,3,23.6841758810058,23.4282195843901,24.2516118508921,23.8192792339618,24.2075595330976,23.7089291554888,-0.395639763718267,1
"2095","sp|Q12458|YPR1_YEAST",2,3,4,3,5,2,24.0377161841285,25.3304188158517,24.5945802031225,23.3896985523352,24.2788954784772,23.783060375893,-0.136004707216099,1
"2096","sp|P49005|DPOD2_HUMAN",4,2,5,6,7,4,23.6553999174361,23.6780176435659,23.3360019763698,23.5405023277638,24.0704161241775,24.1081455466916,0.0882825000126341,1
"2097","sp|Q68E01|INT3_HUMAN",2,7,4,5,3,3,22.7721883006804,22.8200300207955,22.9012393361868,22.7245373759264,23.0818034404894,23.1421589543409,-0.0228349087646009,1
"2098","sp|Q9BV20|MTNA_HUMAN",4,4,4,3,5,5,24.539623511051,24.2713942064868,23.8129201466287,24.4709379675123,25.0406549404655,25.0178667705797,0.1223334488112,1
"2099","sp|P51570|GALK1_HUMAN",1,3,3,5,4,2,24.1241216274389,24.1886166126065,24.4629081052933,24.2528162730849,24.5641394863314,24.5280988656848,-0.0605458225624673,1
"2100","sp|Q9H9Y6|RPA2_HUMAN",2,3,6,7,5,3,24.1289093632784,23.7258619443657,23.8829602554339,23.5874567288882,24.5173738386426,24.232144218727,-0.327926855124667,1
"2101","sp|Q01532|BLH1_YEAST",4,4,5,6,3,3,23.8689075937348,23.5348533148937,24.3140616645725,22.4457660875971,24.237816953746,23.2234872404768,-1.07222652302857,0.142424096043886
"2102","sp|Q96GU1|PAGE5_HUMAN",5,5,5,5,5,5,25.8856630497706,25.8537198814901,26.3848846444259,25.9229451068671,26.2321679386737,26.2951712687545,-0.143626458586166,1
"2103","sp|O15479|MAGB2_HUMAN",5,6,6,3,6,6,24.0570814777204,24.1106145700893,24.7152640815205,24.3364035868104,24.6999482403138,24.7224898725349,-0.100928590040033,1
"2104","sp|P39958|GDI1_YEAST",5,6,6,3,1,1,24.9481485032054,25.0115033398182,25.6775966387735,24.8168994705671,25.6415166506238,24.9248221968834,-0.504678928444665,1
"2105","sp|Q15291|RBBP5_HUMAN",3,5,2,5,4,6,23.715657272713,23.4145531148271,23.8214347596191,23.3623504025971,23.5576596649725,24.8500750233482,0.177408947822601,1
"2106","sp|P35268|RL22_HUMAN",4,5,5,4,3,6,27.0452827353596,26.9045869415836,27.4435751783072,27.2527861062197,27.422032033943,27.5508323724185,-0.0675615091293338,1
"2107","sp|O43719|HTSF1_HUMAN",2,4,4,2,3,5,22.3507513273897,22.5174264652997,22.9196887906486,22.9058597991275,23.0777138057105,23.0929292090651,0.0560205165811685,1
"2108","sp|Q49AR2|CE022_HUMAN",3,2,4,4,5,5,22.1379110963254,22.4181187154458,22.4824050990891,22.3966392712013,22.6344543551652,22.5773509132888,0.0457794497853996,1
"2109","sp|Q9H9B4|SFXN1_HUMAN",4,4,5,5,5,6,25.2135587409242,24.9612961859369,25.5964658405394,24.7527401729084,25.720831033869,25.5310403851125,-0.428592957124933,1
"2110","sp|P60510|PP4C_HUMAN",4,6,3,6,6,5,23.7406199273536,24.0166138053621,24.0931006117517,23.9179861491501,24.3148321418621,24.3150245932239,0.0336906222562317,1
"2111","sp|P53261|PESC_YEAST",6,5,5,1,2,2,23.0765070450175,22.4486461776165,23.4441263147347,22.4403397261878,23.7113811993187,23.9779617527328,-0.4550223008446,1
"2112","sp|P62805|H4_HUMAN",5,4,7,5,7,7,26.0939287979742,26.2135968584268,26.7116744296134,26.4375682050778,26.9337497172984,26.6890021572575,-0.1330619080413,1
"2113","sp|P38248|ECM33_YEAST",4,5,5,3,3,5,25.7366922878478,24.3043389263464,26.3053864421975,24.8125789337384,26.0136581555112,25.0801075457604,-1.28623715990377,0.0573332435487838
"2114","sp|Q76FK4|NOL8_HUMAN",2,NA,1,4,3,5,23.4012917775,23.8765777407852,23.3806343904816,24.3378146032584,23.8974684496233,24.5042055621346,0.679734429524435,0.227934456172253
"2115","sp|Q15287|RNPS1_HUMAN",6,4,4,4,6,6,24.1183080773156,24.6496616346384,24.7590461834535,24.4919557013523,24.8298700021721,24.9897038939946,0.141365655681367,1
"2116","sp|P21912|SDHB_HUMAN",5,4,6,6,6,7,24.8278473942089,25.0992424936022,25.3458658212531,25.0263726518599,25.1341306315474,25.3121949645014,0.0433220876513687,1
"2117","sp|Q12114|CHS5_YEAST",4,7,6,3,2,3,24.784806652625,24.402219960465,25.0392944302235,24.6668735678456,25.0631564074909,24.8650655774139,-0.3176994615383,1
"2118","sp|Q05519|SRS11_HUMAN",6,5,6,6,6,7,24.4063594342787,24.73294340649,24.6741415035314,24.6494300841162,25.0355896470241,24.930201419039,0.0654947749370021,1
"2119","sp|P41911|GPD2_YEAST",3,6,5,3,5,1,24.4626200906505,23.5604776805245,24.6858015807017,23.6289069352387,24.6842788453245,23.8965275348975,-0.915596122005333,0.0749655877386508
"2120","sp|Q01662|MAP1_YEAST",7,4,3,1,3,2,23.8388534476943,23.7680191109919,24.0050128304806,23.1736981778923,24.3444369246807,24.4888306203334,-0.252585097879333,1
"2121","sp|P08518|RPB2_YEAST",5,5,4,3,2,2,24.1885680201823,22.8437577711902,24.2611041003092,23.661151139579,24.2372538782146,23.6695568160053,-0.837486757310531,0.234228114432223
"2122","sp|P25375|PRTD_YEAST",4,6,5,3,3,NA,23.5070578371602,23.192855053478,23.9382686424306,23.1398228301328,24.1608200803447,23.5160024659335,-0.5858220701304,0.656892441964236
"2123","sp|Q8N6H7|ARFG2_HUMAN",5,7,5,5,4,3,24.7648345463836,24.8416654036336,25.220491990343,23.9095941963065,24.2022707742074,24.568614888164,-0.2892409409433,1
"2124","sp|Q15257|PTPA_HUMAN",4,8,4,6,5,5,24.1109931508447,24.5416340651255,25.0358406419268,24.5177483112302,24.4220810678298,24.697671159013,0.0627128915891338,1
"2125","sp|Q9Y5Q8|TF3C5_HUMAN",6,6,8,5,4,6,23.9125774558717,23.5799202259349,23.9599727568848,23.6581072949649,24.6037639669857,23.9697176232872,-0.422856345185066,1
"2126","sp|P43603|LSB3_YEAST",5,7,5,3,2,2,24.4497876907523,23.5633536337844,24.8940445765197,23.8067782226873,24.7872741831702,24.0511083504127,-0.9032887478526,0.106920243578237
"2127","sp|Q6PJG6|BRAT1_HUMAN",2,2,3,4,2,5,22.5579268661074,23.2265683020962,23.0683631949979,22.4765030895399,23.3196814914142,23.2944364944126,0.0171787778430665,1
"2128","sp|Q96C90|PP14B_HUMAN",3,4,2,4,5,4,22.6697088323876,23.5959339868282,23.6585625707066,23.5817005471896,22.8002149409899,23.1003222682382,0.383156819390635,1
"2129","sp|P32497|EIF3C_YEAST",5,5,5,3,5,4,24.2616982560129,23.1199451217342,24.3936659225442,23.1736390167014,24.780795550168,23.8437204939757,-1.09961836543793,0.0848149624110103
"2130","sp|O95684|CEP43_HUMAN",5,7,3,5,6,4,23.9028831131856,23.9942716814091,24.137325307447,24.211631976445,24.6281509175726,24.6466859257879,0.0614100818122658,1
"2131","sp|Q12305|RDL1_YEAST",4,5,4,3,3,4,24.8961453786113,24.3942178727623,25.1161196015662,24.1551353815502,24.9819397479,24.2274975525275,-0.739117973745834,0.149608663063256
"2132","sp|Q99961|SH3G1_HUMAN",5,5,5,6,6,3,23.9621886558429,24.0725048988056,24.1077788265149,23.9679576082523,24.2555985816554,24.5694538588568,0.094783433967167,1
"2133","sp|O75663|TIPRL_HUMAN",4,4,4,3,5,5,23.1338471083905,22.366689464071,23.5347459994241,23.1962651741169,23.0080202621075,24.3972370978194,0.0945261220283994,1
"2134","sp|Q9NRW3|ABC3C_HUMAN",4,4,4,4,6,6,22.8450615800364,22.9078470523729,23.0412575844711,22.829995099655,23.1235194763478,23.2226376477538,-0.0164529470245327,1
"2135","sp|O00139|KIF2A_HUMAN",5,3,6,7,6,8,23.4647303239882,24.1539243045203,24.236073478207,23.8358821349287,24.2062649866429,24.3917575351914,0.158165061934099,1
"2136","sp|Q13769|THOC5_HUMAN",4,4,2,6,4,2,23.3092143157643,23.2894642463015,23.7781054111979,23.4949817730004,23.7844894774055,23.6902345068768,-0.132376226063001,1
"2137","sp|O75746|CMC1_HUMAN",3,4,7,5,5,7,23.7860434389036,23.8098555434542,23.6872977186437,23.926078057743,24.1976687485538,24.1164604114134,0.0604613688365004,1
"2138","sp|Q5JTZ9|SYAM_HUMAN",4,3,3,3,6,5,22.8685350991683,22.821616933689,23.5058050133596,22.9722374788683,23.1253970733764,24.44313857029,0.245751932314333,1
"2139","sp|P84095|RHOG_HUMAN",4,4,4,4,5,4,23.1792439687648,23.8955958053172,24.5185296211199,24.4828345391587,24.4212118170799,23.4645640716645,-0.0919969969414005,1
"2140","sp|O14777|NDC80_HUMAN",3,3,5,2,4,5,23.1265516678572,23.2761603369956,24.1996476352806,23.7295617277857,24.1646301554749,23.9886702997423,-0.165479031363033,1
"2141","sp|Q96EK9|KTI12_HUMAN",3,1,3,4,4,5,21.3505103042177,22.2116552934738,22.4973666605898,22.3139414435192,22.3433817416979,22.5055470009496,0.279961677145734,1
"2142","sp|Q02543|RL18A_HUMAN",6,4,9,7,8,6,26.8805397606745,26.6378310021068,27.3343654980987,27.0384632404526,27.3476762414733,27.2604719404307,-0.208605105752132,1
"2143","sp|P53999|TCP4_HUMAN",6,5,5,7,8,8,26.7605003766152,26.6883805180971,27.1093417659424,26.9660289690822,27.1840600732209,27.1920573795291,-0.0691451163566998,1
"2144","sp|P21599|KPYK2_ECOLI",NA,NA,NA,3,5,7,21.9803883772783,23.6433150996916,23.7331012013241,24.342970679537,22.7367735111551,24.2021441555988,1.2460556150233,0.142444001070645
"2145","sp|Q96DF8|ESS2_HUMAN",3,1,4,3,3,3,22.1750434399881,22.0195844508118,22.6804889442428,22.2870448377913,22.6934378244596,22.70345921733,-0.179627234252468,1
"2146","sp|P0CT04|IPB2_YEAST",4,7,5,3,3,4,24.866493572229,23.8626236432165,25.3326558753027,24.0391742595852,25.3938481405109,24.459745656046,-1.07715134306497,0.0746039140521166
"2147","sp|P62917|RL8_HUMAN",4,7,5,6,6,6,26.4836560147911,26.2223528647845,26.8824507890976,26.6397032624723,27.0265965525863,27.0503342660979,-0.160104321040102,1
"2148","sp|Q9H9A6|LRC40_HUMAN",3,2,4,2,5,5,24.6193683375177,24.2484386639409,24.7162145114866,24.1993536339728,25.0308233709014,23.5685410186822,-0.783357634436599,0.262919004347661
"2149","sp|Q14145|KEAP1_HUMAN",7,5,5,2,6,6,23.4305737818782,23.0823974263808,23.8644627548125,23.6302297913962,23.8470368857996,23.9273214316569,-0.167374924352133,1
"2150","sp|O76071|CIAO1_HUMAN",4,5,2,5,3,2,23.3383861594859,24.0652974628903,23.4217619326107,23.4508549478194,24.3714569522299,23.6535790893006,0.0127088185612673,1
"2151","sp|P53602|MVD1_HUMAN",4,6,4,5,5,3,22.8603385274756,23.4661846509017,23.286253731444,23.0876145017434,23.4294312613673,23.4590582116175,0.145611281325233,1
"2152","sp|Q06187|BTK_HUMAN",3,7,5,4,2,4,23.4034082822116,23.2985770983167,23.8407967444134,23.5814693204239,23.838246207428,23.8310737000227,-0.123777038429901,1
"2153","sp|Q8N9T8|KRI1_HUMAN",5,5,5,3,6,3,23.048140765059,23.07161882376,23.3597782416127,22.9435619272269,23.465259736152,23.5849738515315,-0.0910080467684331,1
"2154","sp|O96000|NDUBA_HUMAN",6,6,5,7,5,6,24.8971335476723,25.17552290163,25.3351402074049,25.1748325970122,25.1714866756151,25.2045187579656,0.0503712753051673,1
"2155","sp|P82650|RT22_HUMAN",7,5,4,6,6,5,24.1961210635396,24.4140372885028,24.5045490398104,24.2653935683615,24.846144955779,24.8350505735012,-0.0107778762544998,1
"2156","sp|P08754|GNAI3_HUMAN",5,4,5,4,6,5,23.5466123734066,23.8953102144398,24.7123684085503,24.3788570818059,24.8208448716419,24.7157094248161,-0.0299829775123328,1
"2157","sp|Q8ND56|LS14A_HUMAN",5,3,3,4,3,3,23.301850883721,23.4887494864693,23.708522128295,23.5222520202317,23.6590715074191,23.7055805024552,0.0157124965736995,1
"2158","sp|P28072|PSB6_HUMAN",5,6,4,4,7,7,25.5650264012847,25.4287968037735,25.9444116327033,25.6541130655277,25.8874255359495,25.9213959631711,-0.130852579155067,1
"2159","sp|Q13546|RIPK1_HUMAN",3,4,3,3,5,4,22.9272998177028,23.1722492508795,23.2119966888476,23.0100773025302,23.2669396284012,23.2084125417151,-0.0051656799422671,1
"2160","sp|Q9Y4C2|TCAF1_HUMAN",3,6,4,5,5,2,23.3860604781514,22.7945290048065,23.7207124872834,23.197841494114,23.9007304819024,23.2333105731126,-0.593940791768033,0.544894778023612
"2161","sp|P15288|PEPD_ECOLI",1,NA,NA,6,6,6,21.8933937496763,23.949684337574,22.4530281794357,23.899128791421,22.6849586321039,24.2693033494258,1.6955786390683,0.0218053868723905
"2162","sp|Q9NQ29|LUC7L_HUMAN",6,6,4,4,7,4,24.9297911566107,24.7094629152369,25.3800166915437,25.3875962678883,25.5481381142501,25.5869533734465,-0.0579778019442673,1
"2163","sp|O75330|HMMR_HUMAN",5,4,4,4,4,4,22.5762568963978,22.4995365664075,24.1454399480105,23.0575836047398,24.1482228680348,23.5130544376438,-0.599915034550668,1
"2164","sp|Q9P0L0|VAPA_HUMAN",4,7,6,4,3,6,24.6719897487026,24.8567722930249,25.1832728183772,25.0589093187522,25.2803040874768,25.2826413651978,0.0209187741394328,1
"2165","sp|Q96IU4|ABHEB_HUMAN",5,6,4,6,7,6,24.8976721043855,24.7124438756937,25.1023491557737,24.769972996356,25.2692124482781,25.0177466703895,-0.256356721999367,1
"2166","sp|Q9GZZ1|NAA50_HUMAN",7,5,3,5,4,6,25.4160398098757,25.8430117562028,25.9072324107604,25.6865076869869,25.9877059550375,26.0418710030433,0.0868040901864665,1
"2167","sp|P61758|PFD3_HUMAN",3,5,6,7,6,6,24.9532962164327,25.0009648439311,25.3517309209236,25.2492763852746,25.3090849446738,25.7782380869152,0.1381224113636,1
"2168","sp|Q12466|TCB1_YEAST",6,2,4,2,2,NA,22.9131629753514,22.5367737899833,23.2551134518782,21.671691470617,23.3972357919356,22.1585702439132,-1.0661589048839,0.0983826270823774
"2169","sp|P50897|PPT1_HUMAN",5,4,5,6,5,2,23.1719897609994,23.6509843340131,23.9726597731758,23.3560419284052,23.8200754160117,23.8807037877649,-0.0256649666678991,1
"2170","sp|O00178|GTPB1_HUMAN",5,1,5,4,4,5,23.8246464848457,23.9576014065886,23.9019096446471,23.7531114465168,24.0403569524262,23.7503334574346,-0.101955590459667,1
"2171","sp|Q12746|PGA3_YEAST",4,6,5,4,4,4,24.120633556856,23.5620455680026,24.5554590702108,23.7909325951115,24.6503806076995,23.2935496684738,-0.8933151343928,0.127756365097262
"2172","sp|P40518|ARPC5_YEAST",5,5,3,4,5,4,23.522817602614,22.8097294722413,23.7952922839772,22.4796672925369,23.9674971722202,22.9607207813305,-1.01182983756757,0.0715568738883144
"2173","sp|Q9H3P2|NELFA_HUMAN",4,4,4,4,4,6,23.1439721521356,23.2122833747906,23.6899791023424,23.4244618263771,23.7975113296447,23.7975951367042,-0.065707415416932,1
"2174","sp|P15927|RFA2_HUMAN",4,7,5,6,4,4,25.5941418751372,25.5699608071881,25.8514477737876,25.5850478015942,25.7645614414475,25.739712738794,-0.105143247598667,1
"2175","sp|Q9UHV9|PFD2_HUMAN",4,6,5,5,3,5,25.4538826191506,25.7091714441931,26.0961181861747,25.3809178488754,26.0999318900968,26.1238457582133,-0.145332548046768,1
"2176","sp|Q9UHY7|ENOPH_HUMAN",5,5,7,6,4,6,23.0978432662935,23.3151188739613,23.2132168249086,23.2135839549492,23.8116988488854,23.5442989740075,-0.0165857123898322,1
"2177","sp|Q8N3U4|STAG2_HUMAN",2,3,4,4,2,5,22.9263892053062,23.0124129523908,23.4573856388008,23.2335940791148,23.5149781351311,23.4995279292906,-0.0510726728139671,1
"2178","sp|Q9Y606|PUS1_HUMAN",5,5,3,4,4,6,23.6415045233441,23.9234440109147,23.7173742640705,23.3342700113719,23.7339285914685,24.0007171613573,0.0552079349202662,1
"2179","sp|Q9Y3A5|SBDS_HUMAN",4,4,4,6,6,5,24.9963036612333,24.8879208881466,25.5858289184086,25.2698907152982,25.4851519727139,25.5870433652733,-0.107476527879233,1
"2180","sp|Q13427|PPIG_HUMAN",4,4,4,5,6,3,23.0597646214328,24.2236153874168,23.3451152651383,24.3158694440121,23.6910295317558,24.1427658396753,0.862113750925766,0.0949626673804297
"2181","sp|P11388|TOP2A_HUMAN",3,5,4,3,8,3,22.515619720338,22.885901510423,22.7943495260034,23.1197757711004,23.3013248192195,22.9842003472611,0.126194521074533,1
"2182","sp|Q99447|PCY2_HUMAN",2,3,6,3,3,6,23.5075060131014,23.4643172750178,23.5784540061559,23.7491617447956,24.0030225223923,24.1831051362085,0.102533871457434,1
"2183","sp|P38891|BCA1_YEAST",4,3,3,3,2,4,24.8385095621992,23.9673380607516,25.0741960264872,23.9866586905216,25.3735989316976,24.7215162425896,-0.870263842173732,0.225290921394208
"2184","sp|Q8NBJ5|GT251_HUMAN",4,5,3,5,6,2,26.3543746313809,25.6561651482305,26.6477332156933,24.9656897103664,26.3940359632481,25.3786491499015,-1.1318799339413,0.0615908318152139
"2185","sp|Q9BZE1|RM37_HUMAN",6,5,4,2,3,4,22.9869519248644,23.244175226589,23.4376861723241,23.289091015985,23.6334356272957,23.5466552315005,0.00728258319676793,1
"2186","sp|P48739|PIPNB_HUMAN",5,4,3,5,4,4,23.8122094320516,23.8088638455335,24.1714675869793,23.8818130964133,24.0425517910767,24.2379333341811,-0.0325395113265661,1
"2187","sp|P15454|KGUA_YEAST",5,6,5,4,5,4,25.042269560244,24.1910183877149,25.5389785472343,24.3649016930741,25.5280029738737,24.1538984896966,-1.1331441702888,0.0553505439921342
"2188","sp|O00764|PDXK_HUMAN",4,5,5,5,6,6,23.892552636544,24.13302427802,24.1844748029556,24.0071191698908,24.3178031502143,24.2961100463749,0.0138076348572665,1
"2189","sp|P60953|CDC42_HUMAN",6,5,5,3,3,5,24.276581225381,24.4960822204701,25.0768359800358,24.87036754186,25.1456475124139,24.457204006459,-0.225136983013866,1
"2190","sp|P09064|IF2B_YEAST",5,4,5,4,4,3,24.9113549548422,24.3439973024335,24.9249066252956,24.3295613686034,25.0826473927243,24.4287058338929,-0.605548155977433,0.294996435291934
"2191","sp|P39517|DHH1_YEAST",4,5,7,3,4,3,23.8910179766629,23.371971349307,24.2558183996523,23.6486182674388,23.9801265872713,24.0059787819324,-0.366798188302768,1
"2192","sp|Q9GZS3|WDR61_HUMAN",5,5,3,5,3,4,23.5638749459297,23.5364140660394,23.7663412611519,23.5616588828323,24.1300498360873,23.8570553604201,-0.1683792446257,1
"2193","sp|Q13042|CDC16_HUMAN",6,4,3,5,2,1,24.8671444824062,24.0393136766799,25.1770465862512,24.4239038940333,25.3958042243173,24.7465391280711,-0.743412864730133,0.329911208478819
"2194","sp|Q9UNP9|PPIE_HUMAN",3,4,4,6,3,6,23.9116858407258,23.9816083040302,24.3131111052202,24.0548116279486,26.4071863206888,25.6745703059449,-0.306997676237034,1
"2195","sp|O75396|SC22B_HUMAN",5,1,3,6,3,5,23.1025280930049,23.3070705623068,23.6558200259022,23.3151633855994,23.6651402740785,23.6663665095852,-0.0449626451647328,1
"2196","sp|P49720|PSB3_HUMAN",5,4,4,6,4,6,24.7445340289636,24.8681667482812,25.0381204130788,24.5510057615891,24.9634226517362,24.9493231328026,-0.125860483701899,1
"2197","sp|P40937|RFC5_HUMAN",4,6,2,4,3,1,24.070038538916,24.0314861698735,24.4276578612736,24.1512469972029,24.3621771410671,24.2582622297204,-0.1396260481533,1
"2198","sp|P27302|TKT1_ECOLI",NA,1,NA,4,4,5,24.1255501583439,26.1737981974804,24.6945154956777,26.4696654143276,24.6721065385926,26.6365113391616,1.92926758611847,0.0156537241798495
"2199","sp|P16949|STMN1_HUMAN",7,8,6,7,8,7,28.5940456028451,28.5229235348609,28.7798361561793,28.7342761006824,28.8243701948454,28.9511042351605,0.00335063894466714,1
"2200","sp|Q9UNQ2|DIM1_HUMAN",6,4,2,5,5,3,24.4272196062921,24.334497259404,24.9042810717351,24.3300617791107,24.9354179497953,24.523600958204,-0.359586210367933,1
"2201","sp|Q7L576|CYFP1_HUMAN",2,2,5,5,5,6,23.0988746271968,24.0998083205465,24.729261218151,23.883041481056,24.1913942219642,24.2854634610253,0.0829277317719352,1
"2202","sp|P40016|RPN3_YEAST",6,7,6,2,4,3,24.1096180313239,22.8549493042141,24.3859497950016,23.1666007628365,24.57706595844,23.6806419590816,-1.1234805862111,0.0762879632542533
"2203","sp|P09884|DPOLA_HUMAN",NA,2,3,4,4,4,21.9500707336759,22.3083398634684,22.5948923508766,22.4928096447573,22.6224165092758,22.6820574886504,0.105275801015934,1
"2204","sp|P0C0S5|H2AZ_HUMAN; sp|Q71UI9|H2AV_HUMAN",5,6,6,7,5,7,31.058713990389,30.7994476418197,31.4043130136922,31.1381933531968,31.353578688707,31.4186074800593,-0.153452405904132,1
"2205","sp|P24539|AT5F1_HUMAN",5,3,4,4,4,5,24.7906199454877,24.8295199037672,24.9621354251259,25.0662424573617,25.3605121010365,25.3407517424167,0.0410822106318326,1
"2206","sp|Q9NYV4|CDK12_HUMAN",5,3,4,3,5,3,24.498801374832,24.3510640445021,25.4118682070568,24.9399493211387,25.0985545344106,25.3792187748713,-0.112997325262433,1
"2207","sp|P14120|RL30_YEAST",5,4,6,3,2,4,25.7707997746664,25.2191917160029,26.4034315575591,25.0978556405679,26.5580534977203,25.5269452365207,-0.962764078951434,0.132921042134443
"2208","sp|P38555|YPT31_YEAST",6,5,4,4,1,4,24.9666249660449,24.2987787207673,25.2504088801955,24.6158270599811,25.1791756170162,26.7129956420193,0.0771306531703667,1
"2209","sp|P00956|SYI_ECOLI",NA,NA,NA,4,6,5,24.0341049314159,23.4233998647641,23.5603530109393,23.6362579726276,24.4267552458256,23.8723430034567,-0.363070782444133,1
"2210","sp|P48681|NEST_HUMAN",NA,3,2,3,4,2,23.6837260484028,22.1649268693344,24.265248330075,23.5256101756999,24.2971648116717,23.9506093787499,-0.868330922121767,0.738353178754158
"2211","sp|Q02978|M2OM_HUMAN",2,2,5,4,3,4,24.1587112215134,23.7914227569453,24.3694919158915,23.7343747238706,24.4976234601697,24.1159377399083,-0.461363792283467,0.699818839894557
"2212","sp|Q6IAA8|LTOR1_HUMAN",2,2,3,4,4,3,23.2538702738468,24.1241441933538,23.8308966803577,23.2707173589026,23.6804151136075,23.4092078216705,0.0129624353716338,1
"2213","sp|Q15274|NADC_HUMAN",5,6,8,5,3,6,23.3595482391437,23.5139199552514,24.0169565118523,23.2696392201545,24.6521223025309,24.4734937082139,-0.257191389969032,1
"2214","sp|O60732|MAGC1_HUMAN",2,3,5,1,4,6,23.2320001336341,23.335296844217,23.8346100218491,23.3627938305707,24.1860199078858,23.76137176333,-0.2643892084171,1
"2215","sp|Q9Y2A7|NCKP1_HUMAN",4,4,3,4,5,7,22.7113762626252,22.4818422886247,22.6935348127476,22.5182101109885,23.0257662906773,23.3663526329656,-0.0214241111571004,1
"2216","sp|P34913|HYES_HUMAN",4,2,3,4,4,4,22.6773949085719,23.1614769870032,22.8541338013847,22.8378528170739,23.2343989442021,22.5817088210193,-0.0616296763540992,1
"2217","sp|P0A858|TPIS_ECOLI",1,2,NA,4,4,3,22.8856081293604,23.4518326470574,23.2957598276573,23.0349653259519,23.3453340428213,23.1349263615501,0.0316741115734682,1
"2218","sp|P28495|CAPZA_YEAST",3,3,6,4,3,5,24.1439679496222,23.3431998150436,24.5385788800218,23.4699489217932,24.6388340405356,23.7452475756417,-0.920994852567033,0.0983826270823774
"2219","sp|Q9Y4A5|TRRAP_HUMAN",1,2,7,6,3,7,22.6178959627143,22.6258129449787,22.9944591854523,22.7916032956835,23.4714887983471,23.3077165378494,-0.119570389334032,1
"2220","sp|Cont_Q95121|PEDF_BOVIN",5,6,6,7,7,6,22.965229166473,24.8054387461235,24.7738661072472,24.5589300350534,24.8829790934711,24.9295609252692,0.557285113084933,0.990403232127664
"2221","sp|Q99747|SNAG_HUMAN",3,5,3,3,5,7,24.2653725347565,24.3858712192884,24.6451975260189,24.5535739874466,24.6937891633369,24.8453444655193,0.0601434827140004,1
"2222","sp|P36542|ATPG_HUMAN",5,5,5,5,4,7,25.5286919651698,25.5108411763695,26.0298525227452,25.7981821443576,25.9103422596965,26.0754491174024,-0.0281381031606654,1
"2223","sp|Q9UNF0|PACN2_HUMAN",6,5,4,5,3,4,23.0545163843599,23.7464425631466,23.2956261617802,24.6172596155836,24.1647456878257,23.4985389416665,0.4491176288103,1
"2224","sp|O60828|PQBP1_HUMAN",4,4,6,4,4,4,24.0505152882676,24.04724641838,24.493958400441,24.3269006833476,24.5899804727759,24.5633347792354,-0.0656574268405,1
"2225","sp|P32366|VA0D_YEAST",3,3,2,NA,1,2,24.1997030439979,23.958068375243,24.652875272395,24.1625737280885,24.8092606065078,24.1649247216767,-0.458757365964166,0.749400599400599
"2226","sp|Q15435|PP1R7_HUMAN",2,3,4,3,2,3,22.8780149790557,24.3426024951005,23.5538118370881,23.9709632733214,23.5737117829114,24.3688690271847,0.8922987321838,0.127186424327169
"2227","sp|P39019|RS19_HUMAN",7,4,7,7,5,6,26.9120798972879,26.7743056917452,27.4998884545368,26.7059151905689,27.3867213732855,27.4872087931925,-0.2770866832012,0.949138823090308
"2228","sp|O15247|CLIC2_HUMAN",5,4,5,3,5,5,23.3530908138163,23.5717054331544,23.8306462440613,23.608066289351,23.952080015888,24.0358728520148,0.0266091669182001,1
