"accession"	"species"	"Accession_without_shared_peptide"	"pep_count"
"sp|Q13283|G3BP1_HUMAN"	"HUMAN"	FALSE	161
"sp|Q13285|STF1_HUMAN"	"HUMAN"	FALSE	173
"sp|Q13286|CLN3_HUMAN"	"HUMAN"	FALSE	76
"sp|Q13287|NMI_HUMAN"	"HUMAN"	FALSE	139
"sp|Q13291|SLAF1_HUMAN"	"HUMAN"	FALSE	108
"sp|Q13296|SG2A2_HUMAN"	"HUMAN"	TRUE	16
"sp|Q13303|KCAB2_HUMAN"	"HUMAN"	FALSE	142
"sp|Q13304|GPR17_HUMAN"	"HUMAN"	FALSE	110
"sp|Q13308|PTK7_HUMAN"	"HUMAN"	FALSE	369
"sp|Q13309|SKP2_HUMAN"	"HUMAN"	FALSE	136
"sp|Q13310|PABP4_HUMAN"	"HUMAN"	FALSE	280
"sp|Q13315|ATM_HUMAN"	"HUMAN"	FALSE	1252
"sp|Q13316|DMP1_HUMAN"	"HUMAN"	FALSE	131
"sp|Q13319|CD5R2_HUMAN"	"HUMAN"	FALSE	133
"sp|Q13322|GRB10_HUMAN"	"HUMAN"	FALSE	225
"sp|Q13323|BIK_HUMAN"	"HUMAN"	FALSE	31
"sp|Q13324|CRFR2_HUMAN"	"HUMAN"	FALSE	115
"sp|Q13325|IFIT5_HUMAN"	"HUMAN"	FALSE	233
"sp|Q13326|SGCG_HUMAN"	"HUMAN"	FALSE	86
"sp|Q13330|MTA1_HUMAN"	"HUMAN"	FALSE	318
"sp|Q13332|PTPRS_HUMAN"	"HUMAN"	FALSE	678
"sp|Q13336|UT1_HUMAN"	"HUMAN"	FALSE	73
"sp|Q13342|SP140_HUMAN"	"HUMAN"	FALSE	349
"sp|Q13347|EIF3I_HUMAN"	"HUMAN"	FALSE	108
"sp|Q13349|ITAD_HUMAN"	"HUMAN"	FALSE	329
"sp|Q13351|KLF1_HUMAN"	"HUMAN"	FALSE	96
"sp|Q13352|CENPR_HUMAN"	"HUMAN"	FALSE	88
"sp|Q13356|PPIL2_HUMAN"	"HUMAN"	FALSE	234
"sp|Q13360|ZN177_HUMAN"	"HUMAN"	FALSE	212
"sp|Q13361|MFAP5_HUMAN"	"HUMAN"	FALSE	62
"sp|Q13362|2A5G_HUMAN"	"HUMAN"	FALSE	221
"sp|Q13363|CTBP1_HUMAN"	"HUMAN"	FALSE	141
"sp|Q13367|AP3B2_HUMAN"	"HUMAN"	FALSE	412
"sp|Q13368|MPP3_HUMAN"	"HUMAN"	FALSE	247
"sp|Q13370|PDE3B_HUMAN"	"HUMAN"	FALSE	333
"sp|Q13371|PHLP_HUMAN"	"HUMAN"	FALSE	121
"sp|Q13387|JIP2_HUMAN"	"HUMAN"	FALSE	191
"sp|Q13393|PLD1_HUMAN"	"HUMAN"	FALSE	483
"sp|Q13394|MB211_HUMAN"	"HUMAN"	FALSE	166
"sp|Q13395|TARB1_HUMAN"	"HUMAN"	FALSE	554
"sp|Q13398|ZN211_HUMAN"	"HUMAN"	FALSE	222
"sp|Q13401|PM2P3_HUMAN"	"HUMAN"	FALSE	40
"sp|Q13402|MYO7A_HUMAN"	"HUMAN"	FALSE	1008
"sp|Q13404|UB2V1_HUMAN"	"HUMAN"	FALSE	65
"sp|Q13405|RM49_HUMAN"	"HUMAN"	FALSE	82
"sp|Q13409|DC1I2_HUMAN"	"HUMAN"	FALSE	218
"sp|Q13410|BT1A1_HUMAN"	"HUMAN"	FALSE	195
"sp|Q13415|ORC1_HUMAN"	"HUMAN"	FALSE	404
"sp|Q13416|ORC2_HUMAN"	"HUMAN"	FALSE	244
"sp|Q13418|ILK_HUMAN"	"HUMAN"	FALSE	185
"sp|Q13421|MSLN_HUMAN"	"HUMAN"	FALSE	214
"sp|Q13422|IKZF1_HUMAN"	"HUMAN"	FALSE	198
"sp|Q13423|NNTM_HUMAN"	"HUMAN"	FALSE	287
"sp|Q13424|SNTA1_HUMAN"	"HUMAN"	FALSE	182
"sp|Q13425|SNTB2_HUMAN"	"HUMAN"	FALSE	200
"sp|Q13426|XRCC4_HUMAN"	"HUMAN"	FALSE	144
"sp|Q13427|PPIG_HUMAN"	"HUMAN"	FALSE	532
"sp|Q13428|TCOF_HUMAN"	"HUMAN"	FALSE	623
"sp|Q13432|U119A_HUMAN"	"HUMAN"	FALSE	87
"sp|Q13433|S39A6_HUMAN"	"HUMAN"	FALSE	216
"sp|Q13434|MKRN4_HUMAN"	"HUMAN"	FALSE	168
"sp|Q13435|SF3B2_HUMAN"	"HUMAN"	FALSE	376
"sp|Q13438|OS9_HUMAN"	"HUMAN"	FALSE	285
"sp|Q13439|GOGA4_HUMAN"	"HUMAN"	FALSE	1274
"sp|Q13442|HAP28_HUMAN"	"HUMAN"	FALSE	128
"sp|Q13443|ADAM9_HUMAN"	"HUMAN"	FALSE	284
"sp|Q13444|ADA15_HUMAN"	"HUMAN"	FALSE	216
"sp|Q13445|TMED1_HUMAN"	"HUMAN"	FALSE	64
"sp|Q13449|LSAMP_HUMAN"	"HUMAN"	FALSE	131
"sp|Q13451|FKBP5_HUMAN"	"HUMAN"	FALSE	228
"sp|Q13454|TUSC3_HUMAN"	"HUMAN"	FALSE	134
"sp|Q13459|MYO9B_HUMAN"	"HUMAN"	FALSE	1026
"sp|Q13461|FOXE3_HUMAN"	"HUMAN"	FALSE	84
"sp|Q13464|ROCK1_HUMAN"	"HUMAN"	FALSE	725
"sp|Q13467|FZD5_HUMAN"	"HUMAN"	FALSE	160
"sp|Q13469|NFAC2_HUMAN"	"HUMAN"	FALSE	262
"sp|Q13470|TNK1_HUMAN"	"HUMAN"	FALSE	238
"sp|Q13472|TOP3A_HUMAN"	"HUMAN"	FALSE	408
"sp|Q13474|DRP2_HUMAN"	"HUMAN"	FALSE	344
"sp|Q13477|MADCA_HUMAN"	"HUMAN"	FALSE	84
"sp|Q13478|IL18R_HUMAN"	"HUMAN"	FALSE	227
"sp|Q13480|GAB1_HUMAN"	"HUMAN"	FALSE	220
"sp|Q13485|SMAD4_HUMAN"	"HUMAN"	FALSE	157
"sp|Q13487|SNPC2_HUMAN"	"HUMAN"	FALSE	106
"sp|Q13488|VPP3_HUMAN"	"HUMAN"	FALSE	244
"sp|Q13489|BIRC3_HUMAN"	"HUMAN"	FALSE	218
"sp|Q13490|BIRC2_HUMAN"	"HUMAN"	FALSE	244
"sp|Q13491|GPM6B_HUMAN"	"HUMAN"	FALSE	45
"sp|Q13492|PICAL_HUMAN"	"HUMAN"	FALSE	202
"sp|Q13495|MAMD1_HUMAN"	"HUMAN"	FALSE	169
"sp|Q13496|MTM1_HUMAN"	"HUMAN"	FALSE	262
"sp|Q13501|SQSTM_HUMAN"	"HUMAN"	FALSE	130
"sp|Q13503|MED21_HUMAN"	"HUMAN"	TRUE	31
"sp|Q13505|MTX1_HUMAN"	"HUMAN"	FALSE	194
"sp|Q13506|NAB1_HUMAN"	"HUMAN"	FALSE	200
"sp|Q13507|TRPC3_HUMAN"	"HUMAN"	FALSE	316
"sp|Q13508|NAR3_HUMAN"	"HUMAN"	FALSE	127
"sp|Q13509|TBB3_HUMAN"	"HUMAN"	FALSE	128
"sp|Q13510|ASAH1_HUMAN"	"HUMAN"	FALSE	136
"sp|Q13515|BFSP2_HUMAN"	"HUMAN"	FALSE	169
"sp|Q13516|OLIG2_HUMAN"	"HUMAN"	FALSE	75
"sp|Q13519|PNOC_HUMAN"	"HUMAN"	FALSE	75
"sp|Q13520|AQP6_HUMAN"	"HUMAN"	FALSE	59
"sp|Q13522|PPR1A_HUMAN"	"HUMAN"	FALSE	62
"sp|Q13523|PRP4B_HUMAN"	"HUMAN"	FALSE	663
"sp|Q13526|PIN1_HUMAN"	"HUMAN"	FALSE	71
"sp|Q13530|SERC3_HUMAN"	"HUMAN"	FALSE	114
"sp|Q13535|ATR_HUMAN"	"HUMAN"	FALSE	1020
"sp|Q13536|CROC4_HUMAN"	"HUMAN"	TRUE	41
"sp|Q13541|4EBP1_HUMAN"	"HUMAN"	FALSE	42
"sp|Q13542|4EBP2_HUMAN"	"HUMAN"	FALSE	35
"sp|Q13546|RIPK1_HUMAN"	"HUMAN"	FALSE	225
"sp|Q13547|HDAC1_HUMAN"	"HUMAN"	FALSE	193
"sp|Q13554|KCC2B_HUMAN"	"HUMAN"	FALSE	229
"sp|Q13555|KCC2G_HUMAN"	"HUMAN"	FALSE	216
"sp|Q13557|KCC2D_HUMAN"	"HUMAN"	FALSE	193
"sp|Q13561|DCTN2_HUMAN"	"HUMAN"	FALSE	155
"sp|Q13562|NDF1_HUMAN"	"HUMAN"	FALSE	108
"sp|Q13563|PKD2_HUMAN"	"HUMAN"	FALSE	358
"sp|Q13564|ULA1_HUMAN"	"HUMAN"	FALSE	195
"sp|Q13568|IRF5_HUMAN"	"HUMAN"	FALSE	158
"sp|Q13569|TDG_HUMAN"	"HUMAN"	FALSE	157
"sp|Q13571|LAPM5_HUMAN"	"HUMAN"	FALSE	84
"sp|Q13572|ITPK1_HUMAN"	"HUMAN"	FALSE	120
"sp|Q13573|SNW1_HUMAN"	"HUMAN"	FALSE	320
"sp|Q13574|DGKZ_HUMAN"	"HUMAN"	FALSE	382
"sp|Q13576|IQGA2_HUMAN"	"HUMAN"	FALSE	676
"sp|Q13585|MTR1L_HUMAN"	"HUMAN"	FALSE	129
"sp|Q13586|STIM1_HUMAN"	"HUMAN"	FALSE	281
"sp|Q13588|GRAP_HUMAN"	"HUMAN"	FALSE	95
"sp|Q13591|SEM5A_HUMAN"	"HUMAN"	FALSE	345
"sp|Q13595|TRA2A_HUMAN"	"HUMAN"	FALSE	175
"sp|Q13596|SNX1_HUMAN"	"HUMAN"	FALSE	225
"sp|Q13601|KRR1_HUMAN"	"HUMAN"	FALSE	224
"sp|Q13606|OR5I1_HUMAN"	"HUMAN"	FALSE	76
"sp|Q13607|OR2F1_HUMAN"	"HUMAN"	FALSE	74
"sp|Q13608|PEX6_HUMAN"	"HUMAN"	FALSE	294
"sp|Q13609|DNSL3_HUMAN"	"HUMAN"	FALSE	159
"sp|Q13610|PWP1_HUMAN"	"HUMAN"	FALSE	150
"sp|Q13613|MTMR1_HUMAN"	"HUMAN"	FALSE	250
"sp|Q13614|MTMR2_HUMAN"	"HUMAN"	FALSE	254
"sp|Q13615|MTMR3_HUMAN"	"HUMAN"	FALSE	400
"sp|Q13616|CUL1_HUMAN"	"HUMAN"	FALSE	358
"sp|Q13617|CUL2_HUMAN"	"HUMAN"	FALSE	312
"sp|Q13618|CUL3_HUMAN"	"HUMAN"	FALSE	390
"sp|Q13619|CUL4A_HUMAN"	"HUMAN"	FALSE	368
"sp|Q13620|CUL4B_HUMAN"	"HUMAN"	FALSE	418
"sp|Q13621|S12A1_HUMAN"	"HUMAN"	FALSE	337
"sp|Q13625|ASPP2_HUMAN"	"HUMAN"	FALSE	397
"sp|Q13627|DYR1A_HUMAN"	"HUMAN"	FALSE	249
"sp|Q13630|FCL_HUMAN"	"HUMAN"	FALSE	112
"sp|Q13634|CAD18_HUMAN"	"HUMAN"	FALSE	249
"sp|Q13635|PTC1_HUMAN"	"HUMAN"	FALSE	419
"sp|Q13636|RAB31_HUMAN"	"HUMAN"	FALSE	76
"sp|Q13637|RAB32_HUMAN"	"HUMAN"	FALSE	95
"sp|Q13639|5HT4R_HUMAN"	"HUMAN"	FALSE	89
"sp|Q13641|TPBG_HUMAN"	"HUMAN"	FALSE	126
"sp|Q13642|FHL1_HUMAN"	"HUMAN"	FALSE	178
"sp|Q13643|FHL3_HUMAN"	"HUMAN"	TRUE	87
"sp|Q13651|I10R1_HUMAN"	"HUMAN"	FALSE	132
"sp|Q13670|PM2PB_HUMAN"	"HUMAN"	FALSE	69
"sp|Q13671|RIN1_HUMAN"	"HUMAN"	FALSE	257
"sp|Q13683|ITA7_HUMAN"	"HUMAN"	FALSE	359
"sp|Q13685|AAMP_HUMAN"	"HUMAN"	FALSE	95
"sp|Q13686|ALKB1_HUMAN"	"HUMAN"	FALSE	140
"sp|Q13698|CAC1S_HUMAN"	"HUMAN"	FALSE	604
"sp|Q13702|RAPSN_HUMAN"	"HUMAN"	FALSE	185
"sp|Q13705|AVR2B_HUMAN"	"HUMAN"	FALSE	173
"sp|Q13724|MOGS_HUMAN"	"HUMAN"	FALSE	266
"sp|Q13733|AT1A4_HUMAN"	"HUMAN"	FALSE	360
"sp|Q13740|CD166_HUMAN"	"HUMAN"	FALSE	207
"sp|Q13751|LAMB3_HUMAN"	"HUMAN"	FALSE	449
"sp|Q13753|LAMC2_HUMAN"	"HUMAN"	FALSE	455
"sp|Q13761|RUNX3_HUMAN"	"HUMAN"	FALSE	127
"sp|Q13765|NACA_HUMAN"	"HUMAN"	FALSE	66
"sp|Q13769|THOC5_HUMAN"	"HUMAN"	FALSE	292
"sp|Q13772|NCOA4_HUMAN"	"HUMAN"	FALSE	238
"sp|Q13790|APOF_HUMAN"	"HUMAN"	FALSE	83
"sp|Q13794|APR_HUMAN"	"HUMAN"	TRUE	30
"sp|Q13795|ARFRP_HUMAN"	"HUMAN"	FALSE	87
"sp|Q13796|SHRM2_HUMAN"	"HUMAN"	FALSE	672
"sp|Q13797|ITA9_HUMAN"	"HUMAN"	FALSE	332
"sp|Q13813|SPTN1_HUMAN"	"HUMAN"	FALSE	1213
"sp|Q13822|ENPP2_HUMAN"	"HUMAN"	FALSE	320
"sp|Q13823|NOG2_HUMAN"	"HUMAN"	FALSE	374
"sp|Q13825|AUHM_HUMAN"	"HUMAN"	FALSE	153
"sp|Q13829|BACD2_HUMAN"	"HUMAN"	FALSE	149
"sp|Q13835|PKP1_HUMAN"	"HUMAN"	FALSE	327
"sp|Q13838|DX39B_HUMAN"	"HUMAN"	FALSE	176
"sp|Q13867|BLMH_HUMAN"	"HUMAN"	FALSE	176
"sp|Q13868|EXOS2_HUMAN"	"HUMAN"	FALSE	120
"sp|Q13873|BMPR2_HUMAN"	"HUMAN"	FALSE	335
"sp|Q13875|MOBP_HUMAN"	"HUMAN"	FALSE	105
"sp|Q13882|PTK6_HUMAN"	"HUMAN"	FALSE	179
"sp|Q13884|SNTB1_HUMAN"	"HUMAN"	FALSE	221
"sp|Q13885|TBB2A_HUMAN"	"HUMAN"	FALSE	128
"sp|Q13886|KLF9_HUMAN"	"HUMAN"	FALSE	110
"sp|Q13887|KLF5_HUMAN"	"HUMAN"	FALSE	127
"sp|Q13888|TF2H2_HUMAN"	"HUMAN"	FALSE	139
"sp|Q13889|TF2H3_HUMAN"	"HUMAN"	FALSE	105
"sp|Q13895|BYST_HUMAN"	"HUMAN"	FALSE	204
"sp|Q13901|C1D_HUMAN"	"HUMAN"	FALSE	73
"sp|Q13905|RPGF1_HUMAN"	"HUMAN"	FALSE	412
"sp|Q13907|IDI1_HUMAN"	"HUMAN"	FALSE	95
"sp|Q13936|CAC1C_HUMAN"	"HUMAN"	FALSE	706
"sp|Q13938|CAYP1_HUMAN"	"HUMAN"	FALSE	92
"sp|Q13939|CALI_HUMAN"	"HUMAN"	FALSE	219
"sp|Q13946|PDE7A_HUMAN"	"HUMAN"	FALSE	177
"sp|Q13948|CASP_HUMAN"	"HUMAN"	FALSE	331
"sp|Q13950|RUNX2_HUMAN"	"HUMAN"	FALSE	134
"sp|Q13951|PEBB_HUMAN"	"HUMAN"	FALSE	98
"sp|Q13952|NFYC_HUMAN"	"HUMAN"	FALSE	107
"sp|Q13956|CNCG_HUMAN"	"HUMAN"	FALSE	28
"sp|Q13972|RGRF1_HUMAN"	"HUMAN"	FALSE	565
"sp|Q13976|KGP1_HUMAN"	"HUMAN"	FALSE	316
"sp|Q14002|CEAM7_HUMAN"	"HUMAN"	TRUE	57
"sp|Q14003|KCNC3_HUMAN"	"HUMAN"	FALSE	202
"sp|Q14004|CDK13_HUMAN"	"HUMAN"	FALSE	661
"sp|Q14005|IL16_HUMAN"	"HUMAN"	FALSE	502
"sp|Q14008|CKAP5_HUMAN"	"HUMAN"	FALSE	928
"sp|Q14011|CIRBP_HUMAN"	"HUMAN"	FALSE	93
"sp|Q14012|KCC1A_HUMAN"	"HUMAN"	FALSE	131
"sp|Q14019|COTL1_HUMAN"	"HUMAN"	FALSE	67
"sp|Q14028|CNGB1_HUMAN"	"HUMAN"	FALSE	439
"sp|Q14031|CO4A6_HUMAN"	"HUMAN"	FALSE	481
"sp|Q14032|BAAT_HUMAN"	"HUMAN"	FALSE	109
"sp|Q14050|CO9A3_HUMAN"	"HUMAN"	FALSE	200
"sp|Q14055|CO9A2_HUMAN"	"HUMAN"	FALSE	218
"sp|Q14061|COX17_HUMAN"	"HUMAN"	FALSE	25
"sp|Q14088|RB33A_HUMAN"	"HUMAN"	FALSE	101
"sp|Q14093|CYLC2_HUMAN"	"HUMAN"	FALSE	245
"sp|Q14094|CCNI_HUMAN"	"HUMAN"	FALSE	137
"sp|Q14103|HNRPD_HUMAN"	"HUMAN"	FALSE	148
"sp|Q14106|TOB2_HUMAN"	"HUMAN"	FALSE	95
"sp|Q14108|SCRB2_HUMAN"	"HUMAN"	FALSE	149
"sp|Q14112|NID2_HUMAN"	"HUMAN"	FALSE	345
"sp|Q14114|LRP8_HUMAN"	"HUMAN"	FALSE	324
"sp|Q14116|IL18_HUMAN"	"HUMAN"	FALSE	79
"sp|Q14117|DPYS_HUMAN"	"HUMAN"	FALSE	198
"sp|Q14118|DAG1_HUMAN"	"HUMAN"	FALSE	294
"sp|Q14119|VEZF1_HUMAN"	"HUMAN"	FALSE	152
"sp|Q14123|PDE1C_HUMAN"	"HUMAN"	FALSE	335
"sp|Q14126|DSG2_HUMAN"	"HUMAN"	FALSE	354
"sp|Q14129|DGCR6_HUMAN"	"HUMAN"	FALSE	87
"sp|Q14134|TRI29_HUMAN"	"HUMAN"	FALSE	264
"sp|Q14135|VGLL4_HUMAN"	"HUMAN"	FALSE	105
"sp|Q14137|BOP1_HUMAN"	"HUMAN"	FALSE	281
"sp|Q14139|UBE4A_HUMAN"	"HUMAN"	FALSE	345
"sp|Q14140|SRTD2_HUMAN"	"HUMAN"	FALSE	79
"sp|Q14141|SEPT6_HUMAN"	"HUMAN"	FALSE	203
"sp|Q14142|TRI14_HUMAN"	"HUMAN"	FALSE	191
"sp|Q14145|KEAP1_HUMAN"	"HUMAN"	FALSE	194
"sp|Q14146|URB2_HUMAN"	"HUMAN"	FALSE	485
"sp|Q14147|DHX34_HUMAN"	"HUMAN"	FALSE	453
"sp|Q14149|MORC3_HUMAN"	"HUMAN"	FALSE	380
"sp|Q14151|SAFB2_HUMAN"	"HUMAN"	FALSE	534
"sp|Q14152|EIF3A_HUMAN"	"HUMAN"	FALSE	891
"sp|Q14153|FA53B_HUMAN"	"HUMAN"	FALSE	148
"sp|Q14154|DELE1_HUMAN"	"HUMAN"	FALSE	181
"sp|Q14155|ARHG7_HUMAN"	"HUMAN"	FALSE	277
"sp|Q14156|EFR3A_HUMAN"	"HUMAN"	FALSE	319
"sp|Q14157|UBP2L_HUMAN"	"HUMAN"	FALSE	247
"sp|Q14159|SPIDR_HUMAN"	"HUMAN"	FALSE	339
"sp|Q14160|SCRIB_HUMAN"	"HUMAN"	FALSE	587
"sp|Q14161|GIT2_HUMAN"	"HUMAN"	FALSE	295
"sp|Q14162|SREC_HUMAN"	"HUMAN"	FALSE	227
"sp|Q14164|IKKE_HUMAN"	"HUMAN"	FALSE	273
"sp|Q14165|MLEC_HUMAN"	"HUMAN"	FALSE	108
"sp|Q14166|TTL12_HUMAN"	"HUMAN"	FALSE	217
"sp|Q14168|MPP2_HUMAN"	"HUMAN"	FALSE	232
"sp|Q14181|DPOA2_HUMAN"	"HUMAN"	FALSE	180
"sp|Q14183|DOC2A_HUMAN"	"HUMAN"	FALSE	147
"sp|Q14184|DOC2B_HUMAN"	"HUMAN"	FALSE	180
"sp|Q14185|DOCK1_HUMAN"	"HUMAN"	FALSE	831
"sp|Q14186|TFDP1_HUMAN"	"HUMAN"	FALSE	132
"sp|Q14188|TFDP2_HUMAN"	"HUMAN"	FALSE	148
"sp|Q14190|SIM2_HUMAN"	"HUMAN"	FALSE	226
"sp|Q14191|WRN_HUMAN"	"HUMAN"	FALSE	614
"sp|Q14192|FHL2_HUMAN"	"HUMAN"	FALSE	119
"sp|Q14194|DPYL1_HUMAN"	"HUMAN"	FALSE	201
"sp|Q14195|DPYL3_HUMAN"	"HUMAN"	FALSE	191
"sp|Q14197|ICT1_HUMAN"	"HUMAN"	FALSE	125
"sp|Q14201|BTG3_HUMAN"	"HUMAN"	FALSE	108
"sp|Q14202|ZMYM3_HUMAN"	"HUMAN"	FALSE	492
"sp|Q14203|DCTN1_HUMAN"	"HUMAN"	FALSE	551
"sp|Q14204|DYHC1_HUMAN"	"HUMAN"	FALSE	1974
"sp|Q14206|RCAN2_HUMAN"	"HUMAN"	FALSE	69
"sp|Q14207|NPAT_HUMAN"	"HUMAN"	FALSE	450
"sp|Q14209|E2F2_HUMAN"	"HUMAN"	FALSE	121
"sp|Q14210|LY6D_HUMAN"	"HUMAN"	FALSE	31
"sp|Q14213|IL27B_HUMAN"	"HUMAN"	FALSE	61
"sp|Q14232|EI2BA_HUMAN"	"HUMAN"	FALSE	124
"sp|Q14236|EPAG_HUMAN"	"HUMAN"	FALSE	93
"sp|Q14240|IF4A2_HUMAN"	"HUMAN"	FALSE	166
"sp|Q14241|ELOA1_HUMAN"	"HUMAN"	FALSE	427
"sp|Q14242|SELPL_HUMAN"	"HUMAN"	TRUE	68
"sp|Q14244|MAP7_HUMAN"	"HUMAN"	FALSE	414
"sp|Q14246|AGRE1_HUMAN"	"HUMAN"	FALSE	235
"sp|Q14247|SRC8_HUMAN"	"HUMAN"	FALSE	261
"sp|Q14249|NUCG_HUMAN"	"HUMAN"	FALSE	125
"sp|Q14254|FLOT2_HUMAN"	"HUMAN"	FALSE	197
"sp|Q14257|RCN2_HUMAN"	"HUMAN"	FALSE	101
"sp|Q14258|TRI25_HUMAN"	"HUMAN"	FALSE	251
"sp|Q14264|ENR1_HUMAN"	"HUMAN"	FALSE	175
"sp|Q14289|FAK2_HUMAN"	"HUMAN"	FALSE	419
"sp|Q14296|FASTK_HUMAN"	"HUMAN"	FALSE	206
"sp|Q14314|FGL2_HUMAN"	"HUMAN"	FALSE	189
"sp|Q14315|FLNC_HUMAN"	"HUMAN"	FALSE	937
"sp|Q14318|FKBP8_HUMAN"	"HUMAN"	FALSE	134
"sp|Q14320|FA50A_HUMAN"	"HUMAN"	FALSE	206
"sp|Q14324|MYPC2_HUMAN"	"HUMAN"	FALSE	523
"sp|Q14330|GPR18_HUMAN"	"HUMAN"	FALSE	98
"sp|Q14331|FRG1_HUMAN"	"HUMAN"	FALSE	139
"sp|Q14332|FZD2_HUMAN"	"HUMAN"	FALSE	168
"sp|Q14344|GNA13_HUMAN"	"HUMAN"	FALSE	171
"sp|Q14353|GAMT_HUMAN"	"HUMAN"	FALSE	67
"sp|Q14376|GALE_HUMAN"	"HUMAN"	FALSE	118
"sp|Q14390|GGTL2_HUMAN"	"HUMAN"	FALSE	43
"sp|Q14392|LRC32_HUMAN"	"HUMAN"	FALSE	163
"sp|Q14393|GAS6_HUMAN"	"HUMAN"	FALSE	232
"sp|Q14397|GCKR_HUMAN"	"HUMAN"	FALSE	215
"sp|Q14406|CSHL_HUMAN"	"HUMAN"	FALSE	73
"sp|Q14409|GLPK3_HUMAN"	"HUMAN"	FALSE	175
"sp|Q14410|GLPK2_HUMAN"	"HUMAN"	FALSE	169
"sp|Q14416|GRM2_HUMAN"	"HUMAN"	FALSE	296
"sp|Q14432|PDE3A_HUMAN"	"HUMAN"	FALSE	343
"sp|Q14435|GALT3_HUMAN"	"HUMAN"	FALSE	244
"sp|Q14439|GP176_HUMAN"	"HUMAN"	FALSE	145
"sp|Q14442|PIGH_HUMAN"	"HUMAN"	FALSE	58
"sp|Q14444|CAPR1_HUMAN"	"HUMAN"	FALSE	192
"sp|Q14449|GRB14_HUMAN"	"HUMAN"	FALSE	212
"sp|Q14451|GRB7_HUMAN"	"HUMAN"	FALSE	211
"sp|Q14457|BECN1_HUMAN"	"HUMAN"	FALSE	172
"sp|Q14469|HES1_HUMAN"	"HUMAN"	FALSE	83
"sp|Q14493|SLBP_HUMAN"	"HUMAN"	FALSE	134
"sp|Q14494|NF2L1_HUMAN"	"HUMAN"	FALSE	199
"sp|Q14498|RBM39_HUMAN"	"HUMAN"	FALSE	239
"sp|Q14500|KCJ12_HUMAN"	"HUMAN"	FALSE	151
"sp|Q14507|EP3A_HUMAN"	"HUMAN"	FALSE	72
"sp|Q14508|WFDC2_HUMAN"	"HUMAN"	FALSE	28
"sp|Q14511|CASL_HUMAN"	"HUMAN"	FALSE	282
"sp|Q14512|FGFP1_HUMAN"	"HUMAN"	FALSE	115
"sp|Q14515|SPRL1_HUMAN"	"HUMAN"	FALSE	236
"sp|Q14517|FAT1_HUMAN"	"HUMAN"	FALSE	1286
"sp|Q14520|HABP2_HUMAN"	"HUMAN"	FALSE	168
"sp|Q14524|SCN5A_HUMAN"	"HUMAN"	FALSE	596
"sp|Q14525|KT33B_HUMAN"	"HUMAN"	FALSE	145
"sp|Q14526|HIC1_HUMAN"	"HUMAN"	FALSE	224
"sp|Q14527|HLTF_HUMAN"	"HUMAN"	FALSE	446
"sp|Q14532|K1H2_HUMAN"	"HUMAN"	FALSE	150
"sp|Q14533|KRT81_HUMAN"	"HUMAN"	FALSE	202
"sp|Q14534|ERG1_HUMAN"	"HUMAN"	TRUE	211
"sp|Q14541|HNF4G_HUMAN"	"HUMAN"	FALSE	159
"sp|Q14542|S29A2_HUMAN"	"HUMAN"	TRUE	82
"sp|Q14549|GBX1_HUMAN"	"HUMAN"	FALSE	105
"sp|Q14554|PDIA5_HUMAN"	"HUMAN"	FALSE	233
"sp|Q14558|KPRA_HUMAN"	"HUMAN"	FALSE	143
"sp|Q14562|DHX8_HUMAN"	"HUMAN"	FALSE	558
"sp|Q14563|SEM3A_HUMAN"	"HUMAN"	FALSE	323
"sp|Q14565|DMC1_HUMAN"	"HUMAN"	FALSE	137
"sp|Q14566|MCM6_HUMAN"	"HUMAN"	FALSE	354
"sp|Q14568|HS902_HUMAN"	"HUMAN"	FALSE	137
"sp|Q14571|ITPR2_HUMAN"	"HUMAN"	FALSE	1062
"sp|Q14573|ITPR3_HUMAN"	"HUMAN"	FALSE	1023
"sp|Q14574|DSC3_HUMAN"	"HUMAN"	FALSE	335
"sp|Q14576|ELAV3_HUMAN"	"HUMAN"	FALSE	126
"sp|Q14582|MAD4_HUMAN"	"HUMAN"	FALSE	99
"sp|Q14584|ZN266_HUMAN"	"HUMAN"	FALSE	245
"sp|Q14585|ZN345_HUMAN"	"HUMAN"	FALSE	212
"sp|Q14586|ZN267_HUMAN"	"HUMAN"	FALSE	355
"sp|Q14587|ZN268_HUMAN"	"HUMAN"	FALSE	414
"sp|Q14588|ZN234_HUMAN"	"HUMAN"	FALSE	319
"sp|Q14590|ZN235_HUMAN"	"HUMAN"	FALSE	307
"sp|Q14592|ZN460_HUMAN"	"HUMAN"	FALSE	171
"sp|Q14593|ZN273_HUMAN"	"HUMAN"	FALSE	299
"sp|Q14596|NBR1_HUMAN"	"HUMAN"	FALSE	288
"sp|Q14602|ID2B_HUMAN"	"HUMAN"	FALSE	18
"sp|Q14623|IHH_HUMAN"	"HUMAN"	FALSE	149
"sp|Q14624|ITIH4_HUMAN"	"HUMAN"	FALSE	315
"sp|Q14626|I11RA_HUMAN"	"HUMAN"	FALSE	103
"sp|Q14627|I13R2_HUMAN"	"HUMAN"	FALSE	113
"sp|Q14641|INSL4_HUMAN"	"HUMAN"	FALSE	58
"sp|Q14642|I5P1_HUMAN"	"HUMAN"	FALSE	175
"sp|Q14643|ITPR1_HUMAN"	"HUMAN"	FALSE	1103
