description,gene_name
sp|P31213|S5A2_HUMAN,P31213
sp|Q8WVM8|SCFD1_HUMAN,Q8WVM8
sp|P48066|S6A11_HUMAN,P48066
sp|Q96G79|S35A4_HUMAN,Q96G79
sp|Q9BY07|S4A5_HUMAN,Q9BY07
sp|P19634|SL9A1_HUMAN,P19634
sp|P48443|RXRG_HUMAN,P48443
sp|Q9UQD0|SCN8A_HUMAN,Q9UQD0
sp|Q96SB8|SMC6_HUMAN,Q96SB8
sp|P25815|S100P_HUMAN,P25815
sp|Q8WXG8|S100Z_HUMAN,Q8WXG8
sp|Q9GZW5|SCND2_HUMAN,Q9GZW5
sp|Q8IYM2|SLN12_HUMAN,Q8IYM2
sp|Q9NXF1|TEX10_HUMAN,Q9NXF1
sp|Q8IYF3|TEX11_HUMAN,Q8IYF3
sp|P62314|SMD1_HUMAN,P62314
sp|O94876|TMCC1_HUMAN,O94876
sp|O43759|SNG1_HUMAN,O43759
sp|Q9H788|SH24A_HUMAN,Q9H788
sp|A8MV23|SERP3_HUMAN,A8MV23
sp|Q96DC7|TMCO6_HUMAN,Q96DC7
sp|A0A0C4DH28|TRGV4_HUMAN,A0A0C4DH28
sp|Q9UQQ2|SH2B3_HUMAN,Q9UQQ2
sp|O95391|SLU7_HUMAN,O95391
sp|P0DPE3|TMDD1_HUMAN,P0DPE3
sp|Q3KNW5|SOAT_HUMAN,Q3KNW5
sp|Q6UX34|SNORC_HUMAN,Q6UX34
sp|Q13077|TRAF1_HUMAN,Q13077
sp|Q86V40|TIKI1_HUMAN,Q86V40
sp|Q86VZ5|SMS1_HUMAN,Q86VZ5
sp|A6NKC9|SH2D7_HUMAN,A6NKC9
sp|O14543|SOCS3_HUMAN,O14543
sp|Q92599|SEPT8_HUMAN,Q92599
sp|Q8IYB5|SMAP1_HUMAN,Q8IYB5
sp|Q9H3T2|SEM6C_HUMAN,Q9H3T2
sp|O75326|SEM7A_HUMAN,O75326
sp|Q96L92|SNX27_HUMAN,Q96L92
sp|Q9GZR1|SENP6_HUMAN,Q9GZR1
sp|A0A286YF18|SMI44_HUMAN,A0A286YF18
sp|Q53EL9|SEZ6_HUMAN,Q53EL9
sp|B1AK76|SNUFL_HUMAN,B1AK76
sp|P63208|SKP1_HUMAN,P63208
sp|Q9H106|SIRPD_HUMAN,Q9H106
sp|O75635|SPB7_HUMAN,O75635
sp|Q9P0W8|SPAT7_HUMAN,Q9P0W8
sp|P48594|SPB4_HUMAN,P48594
sp|O75830|SPI2_HUMAN,O75830
sp|Q9Y6A9|SPCS1_HUMAN,Q9Y6A9
sp|Q9H254|SPTN4_HUMAN,Q9H254
sp|Q7Z698|SPRE2_HUMAN,Q7Z698
sp|Q6UXR4|SPA13_HUMAN,Q6UXR4
sp|P0CL84|ST3L2_HUMAN,P0CL84
sp|Q9NY15|STAB1_HUMAN,Q9NY15
sp|Q8TDW4|ST7L_HUMAN,Q8TDW4
sp|P08240|SRPRA_HUMAN,P08240
sp|Q9UH36|SRR1L_HUMAN,Q9UH36
sp|Q687X5|STEA4_HUMAN,Q687X5
sp|Q8WWQ8|STAB2_HUMAN,Q8WWQ8
sp|Q4G0T1|SRCRM_HUMAN,Q4G0T1
sp|Q8WVM7|STAG1_HUMAN,Q8WVM7
sp|Q92783|STAM1_HUMAN,Q92783
sp|O43609|SPY1_HUMAN,O43609
sp|O75886|STAM2_HUMAN,O75886
sp|Q9H3H9|TCAL2_HUMAN,Q9H3H9
sp|O43680|TCF21_HUMAN,O43680
sp|Q9NZ01|TECR_HUMAN,Q9NZ01
sp|Q4KMP7|TB10B_HUMAN,Q4KMP7
sp|Q9NVG8|TBC13_HUMAN,Q9NVG8
sp|Q13509|TBB3_HUMAN,Q13509
sp|P10636|TAU_HUMAN,P10636
sp|Q9P273|TEN3_HUMAN,Q9P273
sp|Q2T9K0|TMM44_HUMAN,Q2T9K0
sp|O94826|TOM70_HUMAN,O94826
sp|Q71RG4|TMUB2_HUMAN,Q71RG4
sp|Q9BQJ4|TMM47_HUMAN,Q9BQJ4
sp|Q6PEY1|TMM88_HUMAN,Q6PEY1
sp|Q70EL3|UBP50_HUMAN,Q70EL3
sp|A0A075B6N3|TVBX1_HUMAN,A0A075B6N3
sp|D6RCP7|U17LJ_HUMAN,D6RCP7
sp|A0A0B4J273|TVA34_HUMAN,A0A0B4J273
sp|A0A0J9YWL9|TX13C_HUMAN,A0A0J9YWL9
sp|Q96N46|TTC14_HUMAN,Q96N46
sp|Q969D9|TSLP_HUMAN,Q969D9
sp|O43657|TSN6_HUMAN,O43657
sp|P38606|VATA_HUMAN,P38606
sp|O00534|VMA5A_HUMAN,O00534
sp|Q9Y4E1|WAC2C_HUMAN,Q9Y4E1
sp|Q86V25|VASH2_HUMAN,Q86V25
sp|Q9NRW7|VPS45_HUMAN,Q9NRW7
sp|Q9Y5W5|WIF1_HUMAN,Q9Y5W5
sp|P47989|XDH_HUMAN,P47989
sp|O43516|WIPF1_HUMAN,O43516
sp|Q709C8|VP13C_HUMAN,Q709C8
sp|O60504|VINEX_HUMAN,O60504
sp|Q9UBV4|WNT16_HUMAN,Q9UBV4
sp|Q6XQN6|PNCB_HUMAN,Q6XQN6
sp|Q8NFJ6|PKR2_HUMAN,Q8NFJ6
sp|P78364|PHC1_HUMAN,P78364
sp|Q9BRR9|RHG09_HUMAN,Q9BRR9
sp|Q96LQ0|PPR36_HUMAN,Q96LQ0
sp|Q9NPH0|PPA6_HUMAN,Q9NPH0
sp|Q6ZSY5|PPR3F_HUMAN,Q6ZSY5
sp|Q4J6C6|PPCEL_HUMAN,Q4J6C6
sp|Q9HBU9|POPD2_HUMAN,Q9HBU9
sp|P25788|PSA3_HUMAN,P25788
sp|Q92620|PRP16_HUMAN,Q92620
sp|Q70Z35|PREX2_HUMAN,Q70Z35
sp|Q6NWY9|PR40B_HUMAN,Q6NWY9
sp|Q8NAV1|PR38A_HUMAN,Q8NAV1
sp|Q15166|PON3_HUMAN,Q15166
sp|P53801|PTTG_HUMAN,P53801
sp|Q9HCK4|ROBO2_HUMAN,Q9HCK4
sp|Q9H920|RN121_HUMAN,Q9H920
sp|P08922|ROS1_HUMAN,P08922
sp|Q9BQ48|RM34_HUMAN,Q9BQ48
sp|Q5VZM2|RRAGB_HUMAN,Q5VZM2
sp|Q13084|RM28_HUMAN,Q13084
sp|Q9Y6S9|RPKL1_HUMAN,Q9Y6S9
sp|Q9NW08|RPC2_HUMAN,Q9NW08
sp|O14492|SH2B2_HUMAN,O14492
sp|P53803|RPAB4_HUMAN,P53803
sp|P52434|RPAB3_HUMAN,P52434
sp|O15318|RPC7_HUMAN,O15318
sp|O43159|RRP8_HUMAN,O43159
sp|Q96EU6|RRP36_HUMAN,Q96EU6
sp|P0CK96|S352B_HUMAN,P0CK96
sp|O00767|SCD_HUMAN,O00767
sp|O94813|SLIT2_HUMAN,O94813
sp|Q8TD33|SG1C1_HUMAN,Q8TD33
sp|Q96KF7|SMIM8_HUMAN,Q96KF7
sp|Q96RJ0|TAAR1_HUMAN,Q96RJ0
sp|Q68DE3|USF3_HUMAN,Q68DE3
sp|Q9P1P5|TAAR2_HUMAN,Q9P1P5
sp|Q16559|TAL2_HUMAN,Q16559
sp|O95359|TACC2_HUMAN,O95359
sp|Q86UX7|URP2_HUMAN,Q86UX7
sp|O14795|UN13B_HUMAN,O14795
sp|O95947|TBX6_HUMAN,O95947
sp|O15178|TBXT_HUMAN,O15178
sp|Q9BT92|TCHP_HUMAN,Q9BT92
sp|Q9UHQ7|TCAL9_HUMAN,Q9UHQ7
sp|O75764|TCEA3_HUMAN,O75764
sp|O15040|TCPR2_HUMAN,O15040
sp|P54274|TERF1_HUMAN,P54274
sp|Q5JUR7|TEX30_HUMAN,Q5JUR7
sp|Q15569|TESK1_HUMAN,Q15569
sp|Q9Y2I9|TBC30_HUMAN,Q9Y2I9
sp|A0A087X179|TBC3E_HUMAN,A0A087X179
sp|Q15814|TBCC_HUMAN,Q15814
sp|Q17RH7|TPRXL_HUMAN,Q17RH7
sp|Q8N661|TM86B_HUMAN,Q8N661
sp|Q9BZD6|TMG4_HUMAN,Q9BZD6
sp|A6NDV4|TMM8B_HUMAN,A6NDV4
sp|Q6PIZ9|TRAT1_HUMAN,Q6PIZ9
sp|B3SHH9|TM114_HUMAN,B3SHH9
sp|Q5VVX9|UBE2U_HUMAN,Q5VVX9
sp|Q5VY80|ULBP6_HUMAN,Q5VY80
sp|Q9BZ98|TTY12_HUMAN,Q9BZ98
sp|A0A1B0GX31|TVB76_HUMAN,A0A1B0GX31
sp|A0A0K0K1E9|TVB77_HUMAN,A0A0K0K1E9
sp|P0DPF4|TVA35_HUMAN,P0DPF4
sp|Q5T7W7|TSTD2_HUMAN,Q5T7W7
sp|Q9UJT2|TSKS_HUMAN,Q9UJT2
sp|P04437|TVA29_HUMAN,P04437
sp|A0A075B6T8|TVA91_HUMAN,A0A075B6T8
sp|Q9BWV7|TTLL2_HUMAN,Q9BWV7
sp|Q9BVJ6|UT14A_HUMAN,Q9BVJ6
sp|Q8NHE4|VA0E2_HUMAN,Q8NHE4
sp|Q15904|VAS1_HUMAN,Q15904
sp|P41221|WNT5A_HUMAN,P41221
sp|Q8IV63|VRK3_HUMAN,Q8IV63
sp|Q13123|RED_HUMAN,Q13123
sp|Q2KHR2|RFX7_HUMAN,Q2KHR2
sp|Q2M1Z3|RHG31_HUMAN,Q2M1Z3
sp|P35250|RFC2_HUMAN,P35250
sp|O43566|RGS14_HUMAN,O43566
sp|O15492|RGS16_HUMAN,O15492
sp|Q7L804|RFIP2_HUMAN,Q7L804
sp|Q9ULI2|RIMKB_HUMAN,Q9ULI2
sp|O75678|RFPL2_HUMAN,O75678
sp|P61575|RECK8_HUMAN,P61575
sp|O75679|RFPL3_HUMAN,O75679
sp|A8MT19|RHN2P_HUMAN,A8MT19
sp|Q04864|REL_HUMAN,Q04864
sp|Q969G6|RIFK_HUMAN,Q969G6
sp|Q8IYK8|REM2_HUMAN,Q8IYK8
sp|Q9BQY4|RHXF2_HUMAN,Q9BQY4
sp|Q6BDI9|REP15_HUMAN,Q6BDI9
sp|Q14CB8|RHG19_HUMAN,Q14CB8
sp|P12271|RLBP1_HUMAN,P12271
sp|P51991|ROA3_HUMAN,P51991
sp|Q9Y6N7|ROBO1_HUMAN,Q9Y6N7
sp|Q9H777|RNZ1_HUMAN,Q9H777
sp|Q7Z2W9|RM21_HUMAN,Q7Z2W9
sp|Q9Y3B9|RRP15_HUMAN,Q9Y3B9
sp|Q8TCU3|S7A13_HUMAN,Q8TCU3
sp|A0A286YF46|SCGR5_HUMAN,A0A286YF46
sp|Q14151|SAFB2_HUMAN,Q14151
sp|P67812|SC11A_HUMAN,P67812
sp|Q96NL6|SCLT1_HUMAN,Q96NL6
sp|A0A1B0GTY4|TEX50_HUMAN,A0A1B0GTY4
sp|Q13573|SNW1_HUMAN,Q13573
sp|Q9H115|SNAB_HUMAN,Q9H115
sp|O60493|SNX3_HUMAN,O60493
sp|Q9Y5X3|SNX5_HUMAN,Q9Y5X3
sp|Q9BZZ2|SN_HUMAN,Q9BZZ2
sp|Q9P283|SEM5B_HUMAN,Q9P283
sp|P19623|SPEE_HUMAN,P19623
sp|Q9H9C1|SPE39_HUMAN,Q9H9C1
sp|Q8IWL8|STH_HUMAN,Q8IWL8
sp|Q9UNK0|STX8_HUMAN,Q9UNK0
sp|Q86TL2|STIMA_HUMAN,Q86TL2
sp|Q9UJZ1|STML2_HUMAN,Q9UJZ1
sp|P11277|SPTB1_HUMAN,P11277
sp|P02549|SPTA1_HUMAN,P02549
sp|M5A8F1|SUPYN_HUMAN,M5A8F1
sp|Q9HC07|TM165_HUMAN,Q9HC07
sp|O14763|TR10B_HUMAN,O14763
sp|O15405|TOX3_HUMAN,O15405
sp|Q12888|TP53B_HUMAN,Q12888
sp|Q9BUZ4|TRAF4_HUMAN,Q9BUZ4
sp|Q9H0V1|TM168_HUMAN,Q9H0V1
sp|Q96KB5|TOPK_HUMAN,Q96KB5
sp|Q5SNT2|TM201_HUMAN,Q5SNT2
sp|Q6I9Y2|THOC7_HUMAN,Q6I9Y2
sp|Q495A1|TIGIT_HUMAN,Q495A1
sp|Q5SRD1|TI23B_HUMAN,Q5SRD1
sp|P07478|TRY2_HUMAN,P07478
sp|Q6ZMU5|TRI72_HUMAN,Q6ZMU5
sp|A0A0A0MS05|TVB57_HUMAN,A0A0A0MS05
sp|Q6UWH6|TX261_HUMAN,Q6UWH6
sp|Q7RTZ2|U17L1_HUMAN,Q7RTZ2
sp|A8MTW9|YB043_HUMAN,A8MTW9
sp|Q86WI1|PKHL1_HUMAN,Q86WI1
sp|Q86V86|PIM3_HUMAN,Q86V86
sp|I3L0S3|PYAS1_HUMAN,I3L0S3
sp|Q9NSI2|SLX9_HUMAN,Q9NSI2
sp|Q147U7|SMCO1_HUMAN,Q147U7
sp|Q4ZJI4|SL9B1_HUMAN,Q4ZJI4
sp|A6NFE2|SMCO2_HUMAN,A6NFE2
sp|A2RU48|SMCO3_HUMAN,A2RU48
sp|Q5BJF2|SGMR2_HUMAN,Q5BJF2
sp|A8MWL6|SNG2L_HUMAN,A8MWL6
sp|O43760|SNG2_HUMAN,O43760
sp|Q9NQ25|SLAF7_HUMAN,Q9NQ25
sp|Q9P0V8|SLAF8_HUMAN,Q9P0V8
sp|O43761|SNG3_HUMAN,O43761
sp|P04179|SODM_HUMAN,P04179
sp|Q96A28|SLAF9_HUMAN,Q96A28
sp|P62318|SMD3_HUMAN,P62318
sp|O95473|SNG4_HUMAN,O95473
sp|Q2NKQ1|SGSM1_HUMAN,Q2NKQ1
sp|P0DPA3|SNH28_HUMAN,P0DPA3
sp|Q9NPB0|SMDC1_HUMAN,Q9NPB0
sp|Q9Y2Z0|SGT1_HUMAN,Q9Y2Z0
sp|Q3B726|RPA43_HUMAN,Q3B726
sp|Q9Y2Y1|RPC10_HUMAN,Q9Y2Y1
sp|Q8WVE6|TM171_HUMAN,Q8WVE6
sp|Q8N6L7|TM252_HUMAN,Q8N6L7
sp|P40238|TPOR_HUMAN,P40238
sp|Q9NUH8|TM14B_HUMAN,Q9NUH8
sp|Q02763|TIE2_HUMAN,Q02763
sp|Q12899|TRI26_HUMAN,Q12899
sp|Q86XW9|TXND6_HUMAN,Q86XW9
sp|Q9BZX2|UCK2_HUMAN,Q9BZX2
sp|Q5XG85|U633C_HUMAN,Q5XG85
sp|A0A5A6|TVBK3_HUMAN,A0A5A6
sp|A0A0K0K1D8|TVB61_HUMAN,A0A0K0K1D8
sp|Q01081|U2AF1_HUMAN,Q01081
sp|Q8IYU4|UBQLN_HUMAN,Q8IYU4
sp|Q96RU2|UBP28_HUMAN,Q96RU2
sp|Q8N5M4|TTC9C_HUMAN,Q8N5M4
sp|Q9Y4R7|TTLL3_HUMAN,Q9Y4R7
sp|Q9NVA1|UQCC1_HUMAN,Q9NVA1
sp|O00322|UPK1A_HUMAN,O00322
sp|O00507|USP9Y_HUMAN,O00507
sp|Q86XT2|VP37D_HUMAN,Q86XT2
sp|Q9HCJ6|VAT1L_HUMAN,Q9HCJ6
sp|Q7Z5H5|VN1R4_HUMAN,Q7Z5H5
sp|Q9Y279|VSIG4_HUMAN,Q9Y279
sp|Q7Z5U6|WDR53_HUMAN,Q7Z5U6
sp|A6NLC8|YE016_HUMAN,A6NLC8
sp|Q569K4|Z385B_HUMAN,Q569K4
sp|Q6AHZ1|Z518A_HUMAN,Q6AHZ1
sp|Q6UXP9|YO001_HUMAN,Q6UXP9
sp|A8MWA4|Z705E_HUMAN,A8MWA4
sp|Q5BKY6|YV018_HUMAN,Q5BKY6
sp|A8MUU9|YV023_HUMAN,A8MUU9
sp|Q96IR3|YV007_HUMAN,Q96IR3
sp|A1L4Q6|YK033_HUMAN,A1L4Q6
sp|Q9BW85|YJU2_HUMAN,Q9BW85
sp|Q9UHU1|YK039_HUMAN,Q9UHU1
sp|P49790|NU153_HUMAN,P49790
sp|Q9H857|NT5D2_HUMAN,Q9H857
sp|Q9UIL8|PHF11_HUMAN,Q9UIL8
sp|Q15149|PLEC_HUMAN,Q15149
sp|P01833|PIGR_HUMAN,P01833
sp|Q86VD9|PIGZ_HUMAN,Q86VD9
sp|Q86UU1|PHLB1_HUMAN,Q86UU1
sp|Q9NZM6|PK2L2_HUMAN,Q9NZM6
sp|P31939|PUR9_HUMAN,P31939
sp|P07602|SAP_HUMAN,P07602
sp|Q96GF1|RN185_HUMAN,Q96GF1
sp|A6NIE6|RN3P2_HUMAN,A6NIE6
sp|P62875|RPAB5_HUMAN,P62875
sp|Q9BWH6|RPAP1_HUMAN,Q9BWH6
sp|P62269|RS18_HUMAN,P62269
sp|Q96GW9|SYMM_HUMAN,Q96GW9
sp|Q9UBS9|SUCO_HUMAN,Q9UBS9
sp|O43548|TGM5_HUMAN,O43548
sp|Q9UGU0|TCF20_HUMAN,Q9UGU0
sp|Q9BQ87|TBL1Y_HUMAN,Q9BQ87
sp|Q8TC07|TBC15_HUMAN,Q8TC07
sp|Q16473|TENXA_HUMAN,Q16473
sp|Q8TEA7|TBCK_HUMAN,Q8TEA7
sp|Q9UKN8|TF3C4_HUMAN,Q9UKN8
sp|P13726|TF_HUMAN,P13726
sp|O43151|TET3_HUMAN,O43151
sp|A0PJX8|TMM82_HUMAN,A0PJX8
sp|Q96B49|TOM6_HUMAN,Q96B49
sp|A0A0U1RQS6|TM275_HUMAN,A0A0U1RQS6
sp|Q9Y5Z9|UBIA1_HUMAN,Q9Y5Z9
sp|P49638|TTPA_HUMAN,P49638
sp|O60656|UD19_HUMAN,O60656
sp|A0A0C4DH59|TVB54_HUMAN,A0A0C4DH59
sp|Q9HAC8|UBTD1_HUMAN,Q9HAC8
sp|Q8WU68|U2AF4_HUMAN,Q8WU68
sp|Q6PF05|TT23L_HUMAN,Q6PF05
sp|O75310|UDB11_HUMAN,O75310
sp|H0YL09|U2Q2L_HUMAN,H0YL09
sp|A0A0A6YYC5|TVA14_HUMAN,A0A0A6YYC5
sp|Q9P2J2|TUTLA_HUMAN,Q9P2J2
sp|A0A0B4J265|TVAZ2_HUMAN,A0A0B4J265
sp|Q96AE7|TTC17_HUMAN,Q96AE7
sp|P40126|TYRP2_HUMAN,P40126
sp|P49746|TSP3_HUMAN,P49746
sp|Q8N841|TTLL6_HUMAN,Q8N841
sp|Q15853|USF2_HUMAN,Q15853
sp|A1L157|TSN11_HUMAN,A1L157
sp|A0A0A0MS06|TVB23_HUMAN,A0A0A0MS06
sp|A0A0K0K1C4|TVB27_HUMAN,A0A0K0K1C4
sp|Q8NDW8|TT21A_HUMAN,Q8NDW8
sp|A0A5B7|TVB29_HUMAN,A0A5B7
sp|O95859|TSN12_HUMAN,O95859
sp|A0A1B0GX68|TVB2_HUMAN,A0A1B0GX68
sp|Q6ZUG5|YC006_HUMAN,Q6ZUG5
sp|Q1RN00|YC018_HUMAN,Q1RN00
sp|Q13336|UT1_HUMAN,Q13336
sp|Q9BQ65|USB1_HUMAN,Q9BQ65
sp|Q96JH7|VCIP1_HUMAN,Q96JH7
sp|P51809|VAMP7_HUMAN,P51809
sp|A8MUZ8|Z705G_HUMAN,A8MUZ8
sp|O75290|Z780A_HUMAN,O75290
sp|Q9Y6R6|Z780B_HUMAN,Q9Y6R6
sp|Q6ZWC4|YS043_HUMAN,Q6ZWC4
sp|Q6ZVQ6|YS045_HUMAN,Q6ZVQ6
sp|P13994|YJU2B_HUMAN,P13994
sp|Q8IZJ1|UNC5B_HUMAN,Q8IZJ1
sp|Q6UXZ4|UNC5D_HUMAN,Q6UXZ4
sp|Q9BRX9|WDR83_HUMAN,Q9BRX9
sp|Q9NNW5|WDR6_HUMAN,Q9NNW5
sp|Q9NWT1|PK1IP_HUMAN,Q9NWT1
sp|Q9UKJ0|PILRB_HUMAN,Q9UKJ0
sp|Q9BUL5|PHF23_HUMAN,Q9BUL5
sp|O95427|PIGN_HUMAN,O95427
sp|Q13563|PKD2_HUMAN,Q13563
sp|Q86YV5|PRAG1_HUMAN,Q86YV5
sp|P36873|PP1G_HUMAN,P36873
sp|P51817|PRKX_HUMAN,P51817
sp|O75360|PROP1_HUMAN,O75360
sp|Q14997|PSME4_HUMAN,Q14997
sp|Q8IYL9|PSYR_HUMAN,Q8IYL9
sp|P12272|PTHR_HUMAN,P12272
sp|Q86X10|RLGPB_HUMAN,Q86X10
sp|P19474|RO52_HUMAN,P19474
sp|Q8N755|S66A3_HUMAN,Q8N755
sp|Q9UHR5|S30BP_HUMAN,Q9UHR5
sp|P62304|RUXE_HUMAN,P62304
sp|P0C7Q6|S35G6_HUMAN,P0C7Q6
sp|Q9P0V9|SEP10_HUMAN,Q9P0V9
sp|Q13530|SERC3_HUMAN,Q13530
sp|Q15393|SF3B3_HUMAN,Q15393
sp|O43290|SNUT1_HUMAN,O43290
sp|Q92543|SNX19_HUMAN,Q92543
sp|Q99835|SMO_HUMAN,Q99835
sp|Q6XYQ8|SYT10_HUMAN,Q6XYQ8
sp|Q9H320|VCX1_HUMAN,Q9H320
sp|Q15561|TEAD4_HUMAN,Q15561
sp|O95988|TCL1B_HUMAN,O95988
sp|Q96BW9|TAM41_HUMAN,Q96BW9
sp|P10646|TFPI1_HUMAN,P10646
sp|Q5H9I0|TFDP3_HUMAN,Q5H9I0
sp|Q8WUA7|TB22A_HUMAN,Q8WUA7
sp|Q93038|TNR25_HUMAN,Q93038
sp|Q9NYK1|TLR7_HUMAN,Q9NYK1
sp|Q9NV29|TM100_HUMAN,Q9NV29
sp|A6NKF7|TM88B_HUMAN,A6NKF7
sp|Q9NZC2|TREM2_HUMAN,Q9NZC2
sp|Q9NZQ9|TMOD4_HUMAN,Q9NZQ9
sp|Q495X7|TRI60_HUMAN,Q495X7
sp|Q9H832|UBE2Z_HUMAN,Q9H832
sp|P22314|UBA1_HUMAN,P22314
sp|Q8NB14|UBP38_HUMAN,Q8NB14
sp|Q6A555|TXND8_HUMAN,Q6A555
sp|A0A0A0MS04|TVB67_HUMAN,A0A0A0MS04
sp|P0CG47|UBB_HUMAN,P0CG47
sp|A0A0A6YYK7|TVA19_HUMAN,A0A0A6YYK7
sp|Q14166|TTL12_HUMAN,Q14166
sp|Q04323|UBXN1_HUMAN,Q04323
sp|A0A0B4J244|TVA3_HUMAN,A0A0B4J244
sp|A0A578|TVB51_HUMAN,A0A578
sp|Q9NRE2|TSH2_HUMAN,Q9NRE2
sp|Q5I0X7|TTC32_HUMAN,Q5I0X7
sp|Q8N0U8|VKORL_HUMAN,Q8N0U8
sp|Q5VIR6|VPS53_HUMAN,Q5VIR6
sp|O15213|WDR46_HUMAN,O15213
sp|P10265|VPK10_HUMAN,P10265
sp|P49754|VPS41_HUMAN,P49754
sp|Q9UFB7|ZBT47_HUMAN,Q9UFB7
sp|Q9UI54|YT001_HUMAN,Q9UI54
sp|Q96MU7|YTDC1_HUMAN,Q96MU7
sp|Q9NQ66|PLCB1_HUMAN,Q9NQ66
sp|P02776|PLF4_HUMAN,P02776
sp|Q9P0L9|PK2L1_HUMAN,Q9P0L9
sp|Q9ULM0|PKHH1_HUMAN,Q9ULM0
sp|Q00722|PLCB2_HUMAN,Q00722
sp|Q9HDD0|PLAT1_HUMAN,Q9HDD0
sp|A8MZF0|PRR33_HUMAN,A8MZF0
sp|P49190|PTH2R_HUMAN,P49190
sp|O95758|PTBP3_HUMAN,O95758
sp|P22102|PUR2_HUMAN,P22102
sp|Q8N392|RHG18_HUMAN,Q8N392
sp|P62906|RL10A_HUMAN,P62906
sp|Q9BVS4|RIOK2_HUMAN,Q9BVS4
sp|Q8IUF8|RIOX2_HUMAN,Q8IUF8
sp|Q8IYW5|RN168_HUMAN,Q8IYW5
sp|P57060|RWD2B_HUMAN,P57060
sp|Q9BQI6|SLF1_HUMAN,Q9BQI6
sp|O00193|SMAP_HUMAN,O00193
sp|Q9BSF0|SMAKA_HUMAN,Q9BSF0
sp|O95347|SMC2_HUMAN,O95347
sp|Q96L94|SNX22_HUMAN,Q96L94
sp|Q6X4U4|SOSD1_HUMAN,Q6X4U4
sp|Q3B7S5|SMI21_HUMAN,Q3B7S5
sp|H3BMG3|SMKR1_HUMAN,H3BMG3
sp|Q9GZT3|SLIRP_HUMAN,Q9GZT3
sp|Q9BXA5|SUCR1_HUMAN,Q9BXA5
sp|P30408|T4S1_HUMAN,P30408
sp|P36402|TCF7_HUMAN,P36402
sp|Q969E4|TCAL3_HUMAN,Q969E4
sp|Q9UFV1|TBC29_HUMAN,Q9UFV1
sp|Q92994|TF3B_HUMAN,Q92994
sp|O60343|TBCD4_HUMAN,O60343
sp|Q92973|TNPO1_HUMAN,Q92973
sp|O00220|TR10A_HUMAN,O00220
sp|P41273|TNFL9_HUMAN,P41273
sp|Q8IWU9|TPH2_HUMAN,Q8IWU9
sp|Q9H2K2|TNKS2_HUMAN,Q9H2K2
sp|Q8TE23|TS1R2_HUMAN,Q8TE23
sp|Q16222|UAP1_HUMAN,Q16222
sp|Q9Y2K6|UBP20_HUMAN,Q9Y2K6
sp|A0A0K0K1A3|TVBJ1_HUMAN,A0A0K0K1A3
sp|A0A075B6X5|TVA18_HUMAN,A0A075B6X5
sp|Q63HK5|TSH3_HUMAN,Q63HK5
sp|Q8N1X5|YF001_HUMAN,Q8N1X5
sp|Q969M3|YIPF5_HUMAN,Q969M3
sp|Q5HYM0|ZC12B_HUMAN,Q5HYM0
sp|Q8WW36|ZCH13_HUMAN,Q8WW36
sp|Q8N972|ZN709_HUMAN,Q8N972
sp|Q3KNS6|ZN829_HUMAN,Q3KNS6
sp|Q8TBK6|ZCH10_HUMAN,Q8TBK6
sp|Q6ZN06|ZN813_HUMAN,Q6ZN06
sp|Q9UI43|MRM2_HUMAN,Q9UI43
sp|Q9BZ95|NSD3_HUMAN,Q9BZ95
sp|Q96MG7|NSE3_HUMAN,Q96MG7
sp|A6NJ64|NPIB2_HUMAN,A6NJ64
sp|Q8IY26|PLPP6_HUMAN,Q8IY26
sp|Q6UW63|PLGT2_HUMAN,Q6UW63
sp|Q53GA4|PHLA2_HUMAN,Q53GA4
sp|Q9BZ71|PITM3_HUMAN,Q9BZ71
sp|Q4KWH8|PLCH1_HUMAN,Q4KWH8
sp|Q8N2W9|PIAS4_HUMAN,Q8N2W9
sp|P27708|PYR1_HUMAN,P27708
sp|O00337|S28A1_HUMAN,O00337
sp|Q9BYD1|RM13_HUMAN,Q9BYD1
sp|Q96HG1|SIM10_HUMAN,Q96HG1
sp|P58511|SIM11_HUMAN,P58511
sp|Q9NPC8|SIX2_HUMAN,Q9NPC8
sp|Q9BYW2|SETD2_HUMAN,Q9BYW2
sp|Q96EX1|SIM12_HUMAN,Q96EX1
sp|Q9H040|SPRTN_HUMAN,Q9H040
sp|Q96IZ7|RSRC1_HUMAN,Q96IZ7
sp|Q9Y265|RUVB1_HUMAN,Q9Y265
sp|P62306|RUXF_HUMAN,P62306
sp|Q658L1|SAXO2_HUMAN,Q658L1
sp|Q8N357|S35F6_HUMAN,Q8N357
sp|Q96JE7|SC16B_HUMAN,Q96JE7
sp|O14512|SOCS7_HUMAN,O14512
sp|Q9Y5X0|SNX10_HUMAN,Q9Y5X0
sp|Q53HV7|SMUG1_HUMAN,Q53HV7
sp|Q13296|SG2A2_HUMAN,Q13296
sp|Q9UNH7|SNX6_HUMAN,Q9UNH7
sp|Q2VWA4|SKOR2_HUMAN,Q2VWA4
sp|Q06330|SUH_HUMAN,Q06330
sp|Q92797|SYMPK_HUMAN,Q92797
sp|O43711|TLX3_HUMAN,O43711
sp|O75865|TPC6A_HUMAN,O75865
sp|Q13472|TOP3A_HUMAN,Q13472
sp|Q969S6|TM203_HUMAN,Q969S6
